,index,prediction
1237,70737,132.0 pound
1238,70738,64.0 gram
1239,70739,120.0 centimetre
1240,70740,
1241,70741,
1242,70742,
1243,70743,16.5 pound
1244,70744,3.28 foot
1245,70745,3.28 foot
1246,70746,
1247,70747,
1248,70748,8.5 centimetre
1249,70749,8.5 centimetre
1250,70750,240.0 centimetre
1251,70751,240.0 centimetre
1252,70752,
1253,70753,
1254,70754,
1255,70755,61.0 centimetre
1256,70756,61.0 centimetre
1257,70757,150.0 centimetre
1258,70758,
1259,70759,45.0 centimetre
1260,70760,45.0 centimetre
1261,70761,10.0 centimetre
1262,70762,72.0 centimetre
1263,70763,72.0 centimetre
1264,70764,
1265,70765,65.0 millimetre
1266,70766,65.0 millimetre
1267,70767,41.0 inch
1268,70768,41.0 inch
1269,70769,22.0 centimetre
1270,70770,120.0 centimetre
1271,70771,7.6 centimetre
1272,70772,230.0 millimetre
1273,70773,230.0 millimetre
1274,70774,29.0 centimetre
1275,70775,29.0 centimetre
1276,70776,7.5 foot
1277,70777,7.5 foot
1278,70778,7.5 foot
1279,70779,
1280,70780,
1281,70781,26.0 centimetre
1282,70782,
1283,70783,15.0 centimetre
1284,70784,15.0 centimetre
1285,70785,15.0 centimetre
1286,70786,35.0 centimetre
1287,70787,35.0 centimetre
1288,70788,13.9 centimetre
1289,70789,13.9 centimetre
1290,70790,16.5 centimetre
1291,70791,16.5 centimetre
1292,70792,
1293,70793,
1294,70794,
1295,70795,22.0 centimetre
1296,70796,
1297,70797,10.0 ounce
1298,70798,
1299,70799,
1300,70800,104.0 centimetre
1301,70801,195.0 centimetre
1302,70802,21.0 centimetre
1303,70803,
1304,70804,35.0 millimetre
1305,70805,35.0 millimetre
1306,70806,24.0 centimetre
1307,70807,24.0 centimetre
1308,70808,
1309,70809,
1310,70810,
1311,70811,3.0 centimetre
1312,70812,3.0 centimetre
1313,70813,330.0 pound
1314,70814,7.0 centimetre
1315,70815,73.5 centimetre
1316,70816,
1317,70817,
1318,70818,
1319,70819,78.0 ton
1320,70820,85.0 millimetre
1321,70821,148.0 millimetre
1322,70822,148.0 millimetre
1323,70823,30.0 centimetre
1324,70824,14.0 centimetre
1325,70825,14.0 centimetre
1326,70826,16.0 kilogram
1327,70827,5.4 centimetre
1328,70828,16.0 centimetre
1329,70829,18.5 centimetre
1330,70830,40.6 centimetre
1331,70831,5.0 centimetre
1332,70832,46.0 centimetre
1333,70833,
1334,70834,
1335,70835,
1336,70836,
1337,70837,13.0 centimetre
1338,70838,123.0 centimetre
1339,70839,123.0 centimetre
1340,70840,
1341,70841,13.5 centimetre
1342,70842,13.5 centimetre
1343,70843,26.0 centimetre
1344,70844,26.0 centimetre
1345,70845,
1346,70846,
1347,70847,
1348,70848,
1349,70849,
1350,70850,
1351,70851,18.0 centimetre
1352,70852,18.0 centimetre
1353,70853,
1354,70854,20.0 centimetre
1355,70855,20.0 centimetre
1356,70856,9.0 metre
1357,70857,27.0 millimetre
1358,70858,190.0 millimetre
1359,70859,
1360,70860,
1361,70861,50.0 centimetre
1362,70862,
1363,70863,
1364,70864,
1365,70865,
1366,70866,
1367,70867,13.5 centimetre
1368,70868,123.0 centimetre
1369,70869,
1370,70870,44.0 centimetre
1371,70871,44.0 centimetre
1372,70872,
1373,70873,203.0 centimetre
1374,70874,18.0 inch
1375,70875,78.0 inch
1376,70876,78.0 inch
1377,70877,30.0 millimetre
1378,70878,11.0 centimetre
1379,70879,11.0 centimetre
1380,70880,
1381,70881,150.0 pound
1382,70882,11.5 centimetre
1383,70883,30.0 centimetre
1384,70884,30.0 centimetre
1385,70885,
1386,70886,
1387,70887,
1388,70888,
1389,70889,
1390,70890,
1391,70891,22.0 centimetre
1392,70892,105.0 centimetre
1393,70893,11.4 centimetre
1394,70894,11.4 centimetre
1395,70895,1050.0 millimetre
1396,70896,209.0 gram
1397,70897,430.0 millimetre
1398,70898,
1399,70899,
1400,70900,70.0 centimetre
1401,70901,52.0 centimetre
1402,70902,52.0 centimetre
1403,70903,52.0 centimetre
1404,70904,
1405,70905,
1406,70906,
1407,70907,
1408,70908,
1409,70909,
1410,70910,15.0 centimetre
1411,70911,15.0 centimetre
1412,70912,15.0 centimetre
1413,70913,28.0 centimetre
1414,70914,290.0 millimetre
1415,70915,290.0 millimetre
1416,70916,
1417,70917,
1418,70918,
1419,70919,1.0 kilogram
1420,70920,11.0 centimetre
1421,70921,
1422,70922,
1423,70923,
1424,70924,42.0 centimetre
1425,70925,42.0 centimetre
1426,70926,3.0 ounce
1427,70927,29.8 centimetre
1428,70928,29.8 centimetre
1429,70929,633.0 centimetre
1430,70930,45.0 centimetre
1431,70931,
1432,70932,23.0 centimetre
1433,70933,23.0 centimetre
1434,70934,23.0 centimetre
1435,70935,50.0 centimetre
1436,70936,280.0 metre
1437,70937,280.0 metre
1438,70938,6.2 centimetre
1439,70939,21.5 centimetre
1440,70940,90.0 gram
1441,70941,
1442,70942,
1443,70943,9.0 centimetre
1444,70944,9.0 centimetre
1445,70945,
1446,70946,
1447,70947,
1448,70948,5.3 centimetre
1449,70949,5.3 centimetre
1450,70950,32.0 centimetre
1451,70951,
1452,70952,44.0 centimetre
1453,70953,44.0 centimetre
1454,70954,32.0 centimetre
1455,70955,
1456,70956,100.0 centimetre
1457,70957,100.0 centimetre
1458,70958,
1459,70959,12.5 centimetre
1460,70960,22.0 centimetre
1461,70961,22.0 centimetre
1462,70962,
1463,70963,
1464,70964,50.0 centimetre
1465,70965,9.0 centimetre
1466,70966,33.0 centimetre
1467,70967,33.0 centimetre
1468,70968,33.0 centimetre
1469,70969,
1470,70970,34.0 millimetre
1471,70971,6.3 centimetre
1472,70972,6.3 centimetre
1473,70973,22.0 centimetre
1474,70974,11.0 centimetre
1475,70975,11.0 centimetre
1476,70976,
1477,70977,9.0 inch
1478,70978,
1479,70979,
1480,70980,
1481,70981,
1482,70982,
1483,70983,
1484,70984,
1485,70985,
1486,70986,
1487,70987,
1488,70988,
1489,70989,73.0 inch
1490,70990,73.0 inch
1491,70991,
1492,70992,1606.0 gram
1493,70993,3.0 foot
1494,70994,3.0 foot
1495,70995,16.0 millimetre
1496,70996,16.0 millimetre
1497,70997,16.0 millimetre
1498,70998,
1499,70999,
1500,71000,
1501,71001,65.0 centimetre
1502,71002,5.0 centimetre
1503,71003,5.0 centimetre
1504,71004,100.0 centimetre
1505,71005,7.5 centimetre
1506,71006,92.0 centimetre
1507,71007,
1508,71008,
1509,71009,
1510,71010,
1511,71011,38.0 centimetre
1512,71012,38.0 centimetre
1513,71013,25.0 centimetre
1514,71014,25.0 centimetre
1515,71015,
1516,71016,36.0 centimetre
1517,71017,
1518,71018,99.2 gram
1519,71019,45.0 millimetre
1520,71020,
1521,71021,
1522,71022,22.0 centimetre
1523,71023,22.0 centimetre
1524,71024,8.0 centimetre
1525,71025,68.0 centimetre
1526,71026,6.0 centimetre
1527,71027,6.0 centimetre
1528,71028,
1529,71029,
1530,71030,
1531,71031,
1532,71032,
1533,71033,
1534,71034,
1535,71035,
1536,71036,5.4 centimetre
1537,71037,5.4 centimetre
1538,71038,80.0 centimetre
1539,71039,80.0 centimetre
1540,71040,
1541,71041,
1542,71042,
1543,71043,39.0 millimetre
1544,71044,45.0 centimetre
1545,71045,45.0 centimetre
1546,71046,81.0 centimetre
1547,71047,
1548,71048,11.0 inch
1549,71049,11.0 inch
1550,71050,
1551,71051,
1552,71052,
1553,71053,90.0 centimetre
1554,71054,
1555,71055,160.0 centimetre
1556,71056,181.0 centimetre
1557,71057,35.0 centimetre
1558,71058,35.0 centimetre
1559,71059,35.0 centimetre
1560,71060,
1561,71061,
1562,71062,28.6 centimetre
1563,71063,14.7 millimetre
1564,71064,
1565,71065,25.0 pound
1566,71066,
1567,71067,23.5 centimetre
1568,71068,9.5 centimetre
1569,71069,9.5 centimetre
1570,71070,28.0 centimetre
1571,71071,
1572,71072,
1573,71073,7.5 centimetre
1574,71074,24.0 centimetre
1575,71075,290.0 millimetre
1576,71076,381.0 millimetre
1577,71077,29.5 centimetre
1578,71078,29.5 centimetre
1579,71079,29.5 centimetre
1580,71080,22.0 centimetre
1581,71081,12.0 centimetre
1582,71082,20.0 centimetre
1583,71083,30.7 inch
1584,71084,30.7 inch
1585,71085,192.0 millimetre
1586,71086,192.0 millimetre
1587,71087,
1588,71088,
1589,71089,
1590,71090,
1591,71091,
1592,71092,13.0 centimetre
1593,71093,145.0 centimetre
1594,71094,
1595,71095,8.2 inch
1596,71096,23.0 centimetre
1597,71097,23.0 centimetre
1598,71098,2.0 centimetre
1599,71099,
1600,71100,12.0 kilogram
1601,71101,16.0 centimetre
1602,71102,16.0 centimetre
1603,71103,16.0 centimetre
1604,71104,
1605,71105,2.37 inch
1606,71106,2.37 inch
1607,71107,2.37 inch
1608,71108,35.0 centimetre
1609,71109,63.0 millimetre
1610,71110,63.0 millimetre
1611,71111,43.0 centimetre
1612,71112,48.7 centimetre
1613,71113,
1614,71114,380.0 millimetre
1615,71115,380.0 millimetre
1616,71116,
1617,71117,45.0 centimetre
1618,71118,45.0 centimetre
1619,71119,45.0 centimetre
1620,71120,
1621,71121,
1622,71122,
1623,71123,
1624,71124,
1625,71125,83.0 centimetre
1626,71126,83.0 centimetre
1627,71127,74.0 centimetre
1628,71128,27.0 centimetre
1629,71129,27.0 centimetre
1630,71130,27.0 centimetre
1631,71131,300.0 centimetre
1632,71132,300.0 centimetre
1633,71133,300.0 centimetre
1634,71134,8.0 inch
1635,71135,25.0 millimetre
1636,71136,25.0 millimetre
1637,71137,155.0 centimetre
1638,71138,155.0 centimetre
1639,71139,14.5 centimetre
1640,71140,14.5 centimetre
1641,71141,
1642,71142,
1643,71143,220.0 pound
1644,71144,61.0 centimetre
1645,71145,545.0 millimetre
1646,71146,2110.0 millimetre
1647,71147,28.0 centimetre
1648,71148,28.0 centimetre
1649,71149,28.0 centimetre
1650,71150,
1651,71151,
1652,71152,95.7 centimetre
1653,71153,120.0 kilogram
1654,71154,120.0 kilogram
1655,71155,7.0 centimetre
1656,71156,7.0 centimetre
1657,71157,42.4 millimetre
1658,71158,6.0 centimetre
1659,71159,17.3 centimetre
1660,71160,34.0 centimetre
1661,71161,
1662,71162,15.0 centimetre
1663,71163,15.0 centimetre
1664,71164,
1665,71165,330.0 pound
1666,71166,142.0 millimetre
1667,71167,16.0 centimetre
1668,71168,150.0 kilogram
1669,71169,65.0 centimetre
1670,71170,65.0 centimetre
1671,71171,9.0 centimetre
1672,71172,9.0 centimetre
1673,71173,360.0 millimetre
1674,71174,
1675,71175,350.0 pound
1676,71176,300.0 kilogram
1677,71177,
1678,71178,247.0 centimetre
1679,71179,31.0 centimetre
1680,71180,133.0 millimetre
1681,71181,133.0 millimetre
1682,71182,133.0 millimetre
1683,71183,10.0 centimetre
1684,71184,16.0 centimetre
1685,71185,32.0 millimetre
1686,71186,32.0 centimetre
1687,71187,32.0 centimetre
1688,71188,2.95 inch
1689,71189,2.95 inch
1690,71190,2.95 inch
1691,71191,19.0 centimetre
1692,71192,19.0 centimetre
1693,71193,180.0 centimetre
1694,71194,180.0 centimetre
1695,71195,118.2 inch
1696,71196,
1697,71197,
1698,71198,
1699,71199,10.5 centimetre
1700,71200,10.5 centimetre
1701,71201,
1702,71202,60.0 centimetre
1703,71203,60.0 centimetre
1704,71204,300.0 kilogram
1705,71205,60.0 centimetre
1706,71206,60.0 centimetre
1707,71207,1.0 pound
1708,71208,11.0 centimetre
1709,71209,11.0 centimetre
1710,71210,11.0 centimetre
1711,71211,
1712,71212,
1713,71213,
1714,71214,20.0 centimetre
1715,71215,20.0 centimetre
1716,71216,70.0 centimetre
1717,71217,48.0 centimetre
1718,71218,13.0 centimetre
1719,71219,2.29 inch
1720,71220,
1721,71221,
1722,71222,17.0 centimetre
1723,71223,200.0 gram
1724,71224,26.0 centimetre
1725,71225,26.0 centimetre
1726,71226,
1727,71227,
1728,71228,
1729,71229,31.0 centimetre
1730,71230,24.0 centimetre
1731,71231,24.0 centimetre
1732,71232,27.5 centimetre
1733,71233,
1734,71234,
1735,71235,
1736,71236,40.0 centimetre
1737,71237,
1738,71238,
1739,71239,6.6 centimetre
1740,71240,6.6 centimetre
1741,71241,
1742,71242,24.0 centimetre
1743,71243,23.0 millimetre
1744,71244,82.0 millimetre
1745,71245,
1746,71246,
1747,71247,30.5 centimetre
1748,71248,
1749,71249,145.0 centimetre
1750,71250,145.0 centimetre
1751,71251,
1752,71252,
1753,71254,12.6 metre
1754,71255,15.0 centimetre
1755,71256,31.0 centimetre
1756,71257,
1757,71258,
1758,71259,45.0 millimetre
1759,71260,
1760,71261,
1761,71262,
1762,71263,
1763,71264,5.0 centimetre
1764,71265,5.0 centimetre
1765,71266,
1766,71267,69.0 centimetre
1767,71268,
1768,71269,
1769,71270,14.5 centimetre
1770,71271,14.5 centimetre
1771,71272,14.5 centimetre
1772,71273,79.0 inch
1773,71274,
1774,71275,
1775,71276,23.0 centimetre
1776,71277,23.0 centimetre
1777,71278,17.0 centimetre
1778,71279,
1779,71280,
1780,71281,1.0 metre
1781,71282,1.0 metre
1782,71283,1.0 metre
1783,71284,
1784,71285,
1785,71286,
1786,71287,
1787,71288,
1788,71289,150.0 millimetre
1789,71290,
1790,71291,
1791,71292,
1792,71293,
1793,71294,
1794,71295,
1795,71296,15.9 centimetre
1796,71297,15.9 centimetre
1797,71298,45.0 millimetre
1798,71299,160.0 millimetre
1799,71300,29.1 inch
1800,71301,29.1 inch
1801,71302,29.1 inch
1802,71303,
1803,71304,
1804,71305,
1805,71306,
1806,71307,23.5 centimetre
1807,71308,23.5 centimetre
1808,71309,
1809,71310,75.0 centimetre
1810,71311,
1811,71312,60.3 centimetre
1812,71313,
1813,71314,
1814,71315,30.0 centimetre
1815,71316,150.0 centimetre
1816,71317,
1817,71318,
1818,71319,
1819,71320,31.0 centimetre
1820,71321,31.0 centimetre
1821,71322,31.0 centimetre
1822,71323,8.0 gram
1823,71324,64.0 centimetre
1824,71325,14.0 centimetre
1825,71326,14.0 centimetre
1826,71327,14.0 centimetre
1827,71328,
1828,71329,9.0 centimetre
1829,71330,
1830,71331,
1831,71332,40.0 centimetre
1832,71333,118.0 millimetre
1833,71334,512.4 inch
1834,71335,512.4 inch
1835,71336,45.0 centimetre
1836,71337,45.0 centimetre
1837,71338,150.0 centimetre
1838,71339,150.0 centimetre
1839,71340,
1840,71341,174.0 millimetre
1841,71342,18.9 inch
1842,71343,18.9 inch
1843,71344,
1844,71345,
1845,71346,34.0 centimetre
1846,71347,21.0 centimetre
1847,71348,21.0 centimetre
1848,71349,
1849,71350,
1850,71351,
1851,71352,
1852,71353,120.0 centimetre
1853,71354,64.0 millimetre
1854,71355,33.0 centimetre
1855,71356,33.0 centimetre
1856,71357,
1857,71358,95.0 centimetre
1858,71359,8.0 foot
1859,71360,8.0 foot
1860,71361,8.0 foot
1861,71362,25.0 centimetre
1862,71363,255.0 millimetre
1863,71364,255.0 millimetre
1864,71365,
1865,71366,125.0 centimetre
1866,71367,20.0 centimetre
1867,71368,20.0 centimetre
1868,71369,4.0 centimetre
1869,71370,4.0 centimetre
1870,71371,2.0 millimetre
1871,71372,2.0 millimetre
1872,71373,2.0 millimetre
1873,71374,72.0 inch
1874,71375,
1875,71376,31.5 inch
1876,71377,31.5 inch
1877,71378,31.5 inch
1878,71379,
1879,71380,
1880,71381,7.0 centimetre
1881,71382,
1882,71383,16.0 centimetre
1883,71384,41.0 centimetre
1884,71385,41.0 centimetre
1885,71386,61.2 millimetre
1886,71387,1210.0 millimetre
1887,71388,1210.0 millimetre
1888,71389,
1889,71390,
1890,71391,
1891,71392,62.0 inch
1892,71393,90.0 centimetre
1893,71394,
1894,71395,
1895,71396,
1896,71397,
1897,71398,32.0 centimetre
1898,71399,99.0 metre
1899,71400,
1900,71401,35.0 centimetre
1901,71402,13.85 gram
1902,71403,15.7 inch
1903,71404,15.7 inch
1904,71405,15.7 inch
1905,71406,21.0 centimetre
1906,71407,21.0 centimetre
1907,71408,59.0 inch
1908,71409,59.0 inch
1909,71410,
1910,71411,
1911,71412,5.0 inch
1912,71413,5.0 inch
1913,71414,60.0 centimetre
1914,71415,60.0 centimetre
1915,71416,60.0 centimetre
1916,71417,
1917,71418,18.0 centimetre
1918,71419,
1919,71420,
1920,71421,5.5 kilogram
1921,71422,39.0 millimetre
1922,71423,39.0 millimetre
1923,71424,20.0 millimetre
1924,71425,20.0 millimetre
1925,71426,65.0 millimetre
1926,71427,14.0 centimetre
1927,71428,14.0 centimetre
1928,71429,145.0 millimetre
1929,71430,145.0 millimetre
1930,71431,6.0 centimetre
1931,71432,
1932,71433,
1933,71434,
1934,71435,220.0 pound
1935,71436,2.8 inch
1936,71437,2.8 inch
1937,71438,240.0 millimetre
1938,71439,240.0 millimetre
1939,71440,
1940,71441,1.0 pound
1941,71442,19.0 centimetre
1942,71443,19.0 centimetre
1943,71444,
1944,71445,3.0 centimetre
1945,71446,27.5 centimetre
1946,71447,27.3 centimetre
1947,71448,10.0 centimetre
1948,71449,8.0 centimetre
1949,71450,8.0 centimetre
1950,71451,
1951,71452,
1952,71453,9.0 centimetre
1953,71454,165.0 millimetre
1954,71455,165.0 millimetre
1955,71456,330.0 pound
1956,71457,110.0 centimetre
1957,71458,110.0 centimetre
1958,71459,3.0 centimetre
1959,71460,3.0 centimetre
1960,71461,230.0 millimetre
1961,71462,50.0 centimetre
1962,71463,
1963,71464,
1964,71465,55.0 millimetre
1965,71466,26.0 centimetre
1966,71467,26.0 centimetre
1967,71468,19.0 centimetre
1968,71469,19.0 centimetre
1969,71470,19.0 centimetre
1970,71471,38.0 centimetre
1971,71472,
1972,71473,
1973,71474,6.0 foot
1974,71475,6.0 foot
1975,71476,6.0 foot
1976,71477,
1977,71478,16.0 centimetre
1978,71479,16.0 centimetre
1979,71480,16.0 centimetre
1980,71481,
1981,71482,
1982,71483,50.0 centimetre
1983,71484,27.0 centimetre
1984,71485,27.0 centimetre
1985,71486,103.0 millimetre
1986,71487,380.0 millimetre
1987,71488,380.0 millimetre
1988,71489,1.8 kilogram
1989,71490,7.0 centimetre
1990,71491,58.0 centimetre
1991,71492,
1992,71493,
1993,71494,200.0 centimetre
1994,71495,2.0 centimetre
1995,71496,
1996,71497,
1997,71498,6.5 inch
1998,71499,6.5 inch
1999,71500,6.5 inch
2000,71501,68.0 centimetre
2001,71502,3.0 centimetre
2002,71503,3.0 centimetre
2003,71504,3.0 centimetre
2004,71505,4.0 centimetre
2005,71506,8.5 centimetre
2006,71507,8.5 centimetre
2007,71508,114.0 centimetre
2008,71509,120.0 centimetre
2009,71510,14.0 centimetre
2010,71511,3.7 centimetre
2011,71512,3.7 centimetre
2012,71513,3.7 centimetre
2013,71514,
2014,71515,
2015,71516,
2016,71517,2.0 metre
2017,71518,2.0 metre
2018,71519,2.0 metre
2019,71520,
2020,71521,7.0 centimetre
2021,71522,6.46 inch
2022,71523,6.46 inch
2023,71524,12.0 centimetre
2024,71525,12.0 centimetre
2025,71526,10.0 centimetre
2026,71527,9.0 centimetre
2027,71528,265.0 pound
2028,71529,
2029,71530,
2030,71531,12.7 inch
2031,71532,12.7 inch
2032,71533,100.0 centimetre
2033,71534,100.0 centimetre
2034,71535,150.0 centimetre
2035,71536,
2036,71537,8.0 centimetre
2037,71538,
2038,71539,
2039,71540,
2040,71541,
2041,71542,
2042,71543,30.0 centimetre
2043,71544,
2044,71545,
2045,71546,15.0 centimetre
2046,71547,15.0 centimetre
2047,71548,15.0 centimetre
2048,71549,15.0 centimetre
2049,71550,15.0 centimetre
2050,71551,1.7 centimetre
2051,71552,
2052,71553,
2053,71554,41.0 centimetre
2054,71555,41.0 centimetre
2055,71556,
2056,71557,120.0 centimetre
2057,71558,120.0 centimetre
2058,71559,2.8 centimetre
2059,71560,2.8 centimetre
2060,71561,105.0 centimetre
2061,71562,105.0 centimetre
2062,71563,120.0 centimetre
2063,71564,
2064,71565,
2065,71566,95.0 inch
2066,71567,40.0 centimetre
2067,71568,0.8 millimetre
2068,71569,0.8 millimetre
2069,71570,0.8 millimetre
2070,71571,800.0 millimetre
2071,71572,
2072,71573,38.0 centimetre
2073,71574,38.0 centimetre
2074,71575,13.78 inch
2075,71576,3.1 inch
2076,71577,3.1 inch
2077,71578,13.5 centimetre
2078,71579,
2079,71580,
2080,71581,
2081,71582,
2082,71583,
2083,71584,
2084,71585,160.0 centimetre
2085,71586,228.0 millimetre
2086,71587,
2087,71588,15.2 centimetre
2088,71589,15.2 centimetre
2089,71590,300.0 pound
2090,71591,24.0 centimetre
2091,71592,24.0 centimetre
2092,71593,17.0 centimetre
2093,71594,30.5 centimetre
2094,71595,
2095,71596,140.0 millimetre
2096,71597,140.0 millimetre
2097,71598,38.5 centimetre
2098,71599,
2099,71600,20.0 centimetre
2100,71601,20.0 centimetre
2101,71602,320.0 millimetre
2102,71603,93.0 centimetre
2103,71604,93.0 centimetre
2104,71605,17.0 centimetre
2105,71606,17.0 centimetre
2106,71607,
2107,71608,19.7 inch
2108,71609,
2109,71610,
2110,71611,80.0 centimetre
2111,71612,
2112,71613,
2113,71614,12.0 centimetre
2114,71615,12.0 centimetre
2115,71616,12.0 centimetre
2116,71617,26.0 centimetre
2117,71618,26.0 centimetre
2118,71619,83.0 centimetre
2119,71620,411.0 metre
2120,71621,411.0 metre
2121,71622,8.0 centimetre
2122,71623,8.0 centimetre
2123,71624,21.0 centimetre
2124,71625,21.0 centimetre
2125,71626,14.0 centimetre
2126,71627,14.0 centimetre
2127,71628,
2128,71629,
2129,71630,54.0 inch
2130,71631,106.0 millimetre
2131,71632,45.0 millimetre
2132,71633,45.0 millimetre
2133,71634,210.0 centimetre
2134,71635,
2135,71636,
2136,71637,
2137,71638,10.5 centimetre
2138,71639,10.5 centimetre
2139,71640,70.0 centimetre
2140,71641,70.0 centimetre
2141,71642,
2142,71643,
2143,71644,120.0 inch
2144,71645,30.0 centimetre
2145,71646,30.0 centimetre
2146,71647,30.0 centimetre
2147,71648,60.0 centimetre
2148,71649,60.0 centimetre
2149,71650,
2150,71651,
2151,71652,3.0 centimetre
2152,71653,3.0 centimetre
2153,71654,52.0 centimetre
2154,71655,20.0 centimetre
